major,occ_uri
Agriculture,http://data.europa.eu/esco/occupation/8d315e32-73f6-463d-a335-c200e0bac97d
Agriculture,http://data.europa.eu/esco/occupation/916d989e-0c5b-4c35-8d43-62ba65bebd30
Agriculture,http://data.europa.eu/esco/occupation/91ba2935-f5c9-426d-8573-997b8b91e5ed
Agriculture,http://data.europa.eu/esco/occupation/92efb42f-6b0a-44d8-94ea-0141555e6c3b
Agriculture,http://data.europa.eu/esco/occupation/98f17395-0f8c-4f51-9072-cb8f66fd6044
Agriculture,http://data.europa.eu/esco/occupation/99ebf2c2-1811-4c77-b2e6-7008cba29ea0
Agriculture,http://data.europa.eu/esco/occupation/a092cb70-f3e3-4224-98a3-b97c0114de77
Agriculture,http://data.europa.eu/esco/occupation/a32187fa-bc37-4fc2-8e89-296632bfc271
Agriculture,http://data.europa.eu/esco/occupation/a5dc92b4-9712-4bc5-a08a-f6efa07b855f
Agriculture,http://data.europa.eu/esco/occupation/a6af318e-8a3a-4266-a1ef-cf7afe588201
Agriculture,http://data.europa.eu/esco/occupation/a7358961-46d4-4715-ac1e-6148fd042510
Agriculture,http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c
Agriculture,http://data.europa.eu/esco/occupation/abc849b6-9e75-41ce-b1aa-4d488280a8a3
Agriculture,http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968
Agriculture,http://data.europa.eu/esco/occupation/b5d2db88-9e2b-4efa-8f2f-0e62a494791e
Agriculture,http://data.europa.eu/esco/occupation/b972feaa-e2a6-4b22-9de4-18040f3f04eb
Agriculture,http://data.europa.eu/esco/occupation/bff716c9-42c7-471e-8af0-582f799fb29a
Agriculture,http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044
Agriculture,http://data.europa.eu/esco/occupation/c90e5009-37f2-4dcd-aea2-362fc817bc98
Agriculture,http://data.europa.eu/esco/occupation/dc2a924c-653a-4922-9226-f6909dd64580
Agriculture,http://data.europa.eu/esco/occupation/e04bca7b-c0c7-454d-9d15-dfb64a30dc0a
Agriculture,http://data.europa.eu/esco/occupation/e8461d2e-3d75-477c-93a2-ea8d342bb55b
Agriculture,http://data.europa.eu/esco/occupation/eb6e7100-446f-407c-a764-2d65f3ffc7eb
Agriculture,http://data.europa.eu/esco/occupation/eb6efbb9-9216-4e86-bc3b-de2223cd4667
Agriculture,http://data.europa.eu/esco/occupation/ed976196-3d5d-4121-9367-e1022af603fa
Agriculture,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217
Agriculture,http://data.europa.eu/esco/occupation/f00154a5-d27f-429e-b9a4-1d65c672cee7
Agriculture,http://data.europa.eu/esco/occupation/f0296b9c-764d-42ab-8de9-2a3729a9b67a
Agriculture,http://data.europa.eu/esco/occupation/f4de7e28-ca67-46cd-b760-30e02b3aa83b
Agriculture,http://data.europa.eu/esco/occupation/f7145f87-5940-43f5-bc98-aa1a2b872b47
Anthropology,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419
Archaeology,http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af
Architecture / Built Environment,http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c
Architecture / Built Environment,http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99
Architecture / Built Environment,http://data.europa.eu/esco/occupation/08984bec-31d8-4bb0-aa2f-d557761ff029
Architecture / Built Environment,http://data.europa.eu/esco/occupation/0a7e24a8-19bd-4b45-83f0-f05d8fedf62d
Architecture / Built Environment,http://data.europa.eu/esco/occupation/0cbfa809-2d71-44e5-b736-c4da3c8fe09d
Architecture / Built Environment,http://data.europa.eu/esco/occupation/1185cfe1-49a7-44a7-8dee-45b2f36727f9
Architecture / Built Environment,http://data.europa.eu/esco/occupation/11d72bd6-779a-4643-9962-313833740094
Architecture / Built Environment,http://data.europa.eu/esco/occupation/1c1e86f9-6347-42d6-aa6e-c95b138bf640
Architecture / Built Environment,http://data.europa.eu/esco/occupation/1f8314c2-01bd-4af4-babc-04d7034591b8
Architecture / Built Environment,http://data.europa.eu/esco/occupation/24f1eb3a-e99c-4c38-9bda-ba2ba6bf9fa4
Architecture / Built Environment,http://data.europa.eu/esco/occupation/2d6a1cc1-cd13-42c5-a2b1-f0183bd0d253
Architecture / Built Environment,http://data.europa.eu/esco/occupation/31cc4199-703c-4f8a-9b46-a2070a6d35df
Architecture / Built Environment,http://data.europa.eu/esco/occupation/322635c9-3d93-4280-a359-0b693df21e93
Architecture / Built Environment,http://data.europa.eu/esco/occupation/32548f7e-8c25-4c49-9f22-78dee3543704
Architecture / Built Environment,http://data.europa.eu/esco/occupation/351a0eb0-a1d0-49bd-a2f8-6dc447ddf316
Architecture / Built Environment,http://data.europa.eu/esco/occupation/3c305542-a51b-4b96-8d45-af11ca05eaa2
Architecture / Built Environment,http://data.europa.eu/esco/occupation/449f6aef-a8e6-4edc-aea4-802a7b773e00
Architecture / Built Environment,http://data.europa.eu/esco/occupation/4552095e-3396-4831-86ad-4fc34ec39a19
Architecture / Built Environment,http://data.europa.eu/esco/occupation/45f8504d-24ac-4bcd-8692-a93acc74204c
Architecture / Built Environment,http://data.europa.eu/esco/occupation/4b214899-ed00-4156-b269-a23df0fb1093
Architecture / Built Environment,http://data.europa.eu/esco/occupation/4b8dced3-ac9e-445d-8787-e07daf52e295
Architecture / Built Environment,http://data.europa.eu/esco/occupation/4ce42c3c-8a46-40b6-9274-1f5cee3c5cba
Architecture / Built Environment,http://data.europa.eu/esco/occupation/4d5bd738-9202-4fd7-bd8c-7dbe914048de
Architecture / Built Environment,http://data.europa.eu/esco/occupation/4fef1907-cf82-413b-841a-02ef57e299a6
Architecture / Built Environment,http://data.europa.eu/esco/occupation/557f9ccc-4e46-4bb2-8d20-272cd978b152
Architecture / Built Environment,http://data.europa.eu/esco/occupation/57e87533-e523-4ee5-bf21-94a39fcc279b
Architecture / Built Environment,http://data.europa.eu/esco/occupation/59883630-45f9-40e7-9732-9e5ff9758d2b
Architecture / Built Environment,http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d
Architecture / Built Environment,http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e
Architecture / Built Environment,http://data.europa.eu/esco/occupation/69e6db0b-30b4-4e0e-b95b-173f8bc3da73
Architecture / Built Environment,http://data.europa.eu/esco/occupation/715b902f-b1b6-4366-afc6-ddb8ab715229
Architecture / Built Environment,http://data.europa.eu/esco/occupation/734bb387-ea3a-4c62-abc1-05f894d51921
Architecture / Built Environment,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28
Architecture / Built Environment,http://data.europa.eu/esco/occupation/8c0524b8-f878-4c68-8293-698d07c1807c
Architecture / Built Environment,http://data.europa.eu/esco/occupation/8d315e32-73f6-463d-a335-c200e0bac97d
Architecture / Built Environment,http://data.europa.eu/esco/occupation/916d989e-0c5b-4c35-8d43-62ba65bebd30
Architecture / Built Environment,http://data.europa.eu/esco/occupation/91ba2935-f5c9-426d-8573-997b8b91e5ed
Architecture / Built Environment,http://data.europa.eu/esco/occupation/92efb42f-6b0a-44d8-94ea-0141555e6c3b
Architecture / Built Environment,http://data.europa.eu/esco/occupation/98f17395-0f8c-4f51-9072-cb8f66fd6044
Architecture / Built Environment,http://data.europa.eu/esco/occupation/99ebf2c2-1811-4c77-b2e6-7008cba29ea0
Architecture / Built Environment,http://data.europa.eu/esco/occupation/a092cb70-f3e3-4224-98a3-b97c0114de77
Architecture / Built Environment,http://data.europa.eu/esco/occupation/a32187fa-bc37-4fc2-8e89-296632bfc271
Architecture / Built Environment,http://data.europa.eu/esco/occupation/a5dc92b4-9712-4bc5-a08a-f6efa07b855f
Architecture / Built Environment,http://data.europa.eu/esco/occupation/a6af318e-8a3a-4266-a1ef-cf7afe588201
Architecture / Built Environment,http://data.europa.eu/esco/occupation/a7358961-46d4-4715-ac1e-6148fd042510
Architecture / Built Environment,http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c
Architecture / Built Environment,http://data.europa.eu/esco/occupation/abc849b6-9e75-41ce-b1aa-4d488280a8a3
Architecture / Built Environment,http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968
Architecture / Built Environment,http://data.europa.eu/esco/occupation/b5d2db88-9e2b-4efa-8f2f-0e62a494791e
Architecture / Built Environment,http://data.europa.eu/esco/occupation/b972feaa-e2a6-4b22-9de4-18040f3f04eb
Architecture / Built Environment,http://data.europa.eu/esco/occupation/bff716c9-42c7-471e-8af0-582f799fb29a
Architecture / Built Environment,http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044
Architecture / Built Environment,http://data.europa.eu/esco/occupation/c90e5009-37f2-4dcd-aea2-362fc817bc98
Architecture / Built Environment,http://data.europa.eu/esco/occupation/dc2a924c-653a-4922-9226-f6909dd64580
Architecture / Built Environment,http://data.europa.eu/esco/occupation/e04bca7b-c0c7-454d-9d15-dfb64a30dc0a
Architecture / Built Environment,http://data.europa.eu/esco/occupation/e8461d2e-3d75-477c-93a2-ea8d342bb55b
Architecture / Built Environment,http://data.europa.eu/esco/occupation/eb6e7100-446f-407c-a764-2d65f3ffc7eb
Architecture / Built Environment,http://data.europa.eu/esco/occupation/eb6efbb9-9216-4e86-bc3b-de2223cd4667
Architecture / Built Environment,http://data.europa.eu/esco/occupation/ed976196-3d5d-4121-9367-e1022af603fa
Architecture / Built Environment,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217
Architecture / Built Environment,http://data.europa.eu/esco/occupation/f00154a5-d27f-429e-b9a4-1d65c672cee7
Architecture / Built Environment,http://data.europa.eu/esco/occupation/f0296b9c-764d-42ab-8de9-2a3729a9b67a
Architecture / Built Environment,http://data.europa.eu/esco/occupation/f4de7e28-ca67-46cd-b760-30e02b3aa83b
Architecture / Built Environment,http://data.europa.eu/esco/occupation/f7145f87-5940-43f5-bc98-aa1a2b872b47
Art & Design,http://data.europa.eu/esco/occupation/068df7d1-516f-4829-b339-294cb0cf6318
Art & Design,http://data.europa.eu/esco/occupation/06f89f2c-c6e9-40c5-a4a5-0e34d5fbc184
Art & Design,http://data.europa.eu/esco/occupation/07c2287f-3caa-4128-b7c8-59801084d931
Art & Design,http://data.europa.eu/esco/occupation/0f7c84c5-1c0d-4fc1-8949-07dbe8bd34ef
Art & Design,http://data.europa.eu/esco/occupation/10469d70-78a3-4650-9e29-d04de13c62c1
Art & Design,http://data.europa.eu/esco/occupation/11830794-108c-48fe-a282-2cd7a2945344
Art & Design,http://data.europa.eu/esco/occupation/1562c7a3-c7d9-419d-b9b6-db26610bcf84
Art & Design,http://data.europa.eu/esco/occupation/1d8f8111-79dd-41dc-aa2a-12f3192dde3c
Art & Design,http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e
Art & Design,http://data.europa.eu/esco/occupation/34c57104-ff9b-4003-809e-56eece3cb4d5
Art & Design,http://data.europa.eu/esco/occupation/4d4b243f-6c3b-48c3-a564-2e7f2d592a3c
Art & Design,http://data.europa.eu/esco/occupation/5dd01019-3999-4d90-bc8a-7a04b0b208b0
Art & Design,http://data.europa.eu/esco/occupation/62979364-6fac-41f2-87ca-202bca19a6ab
Art & Design,http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2
Art & Design,http://data.europa.eu/esco/occupation/6fc8f605-98b9-4218-b5e2-91c4c9c55c4d
Art & Design,http://data.europa.eu/esco/occupation/73e776fb-4d99-4031-bad4-7716f121155d
Art & Design,http://data.europa.eu/esco/occupation/77bfd6e7-5598-4818-84cb-31e2651eb046
Art & Design,http://data.europa.eu/esco/occupation/790c8dca-f624-4bdc-ac16-27bc13ead188
Art & Design,http://data.europa.eu/esco/occupation/7b4744a8-a4e3-4104-9b74-4ec54108af7b
Art & Design,http://data.europa.eu/esco/occupation/874a2080-a9b6-46a9-8662-c9b7d4208f73
Art & Design,http://data.europa.eu/esco/occupation/88760821-9df4-47a6-a1c2-ac08b9759396
Art & Design,http://data.europa.eu/esco/occupation/8bc48c43-d976-458a-9e3c-ee784572351d
Art & Design,http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427
Art & Design,http://data.europa.eu/esco/occupation/91e35fd9-ac59-48ef-8416-c06a201b2da8
Art & Design,http://data.europa.eu/esco/occupation/93b11f0f-69af-4ece-b9da-f29aab7d38d3
Art & Design,http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890
Art & Design,http://data.europa.eu/esco/occupation/9e1a31bf-2963-40f4-95af-cedc3fbac537
Art & Design,http://data.europa.eu/esco/occupation/a0ebd342-8f89-4947-893d-fee9468cf001
Art & Design,http://data.europa.eu/esco/occupation/a142a645-6e9e-4d86-accd-9816df857c90
Art & Design,http://data.europa.eu/esco/occupation/a424aa0f-b3f1-41fb-901f-85e05fed83ed
Art & Design,http://data.europa.eu/esco/occupation/a5dc92b4-9712-4bc5-a08a-f6efa07b855f
Art & Design,http://data.europa.eu/esco/occupation/a9c30651-ccbc-4a80-900c-7880615cdf6e
Art & Design,http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775
Art & Design,http://data.europa.eu/esco/occupation/bc4d1659-6860-488e-bc13-e87eb0e36f67
Art & Design,http://data.europa.eu/esco/occupation/c995fe34-0909-4ce3-b7b7-97945efede56
Art & Design,http://data.europa.eu/esco/occupation/d1a554d0-7ad6-4d42-897e-ed31d022fb0b
Art & Design,http://data.europa.eu/esco/occupation/d1b1dfdf-7d60-430a-b569-7dd71b2ebeaa
Art & Design,http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb
Art & Design,http://data.europa.eu/esco/occupation/d68ff35f-e34d-4e32-88ab-d6c06a6c25b9
Art & Design,http://data.europa.eu/esco/occupation/dbc88790-a8c1-4dc4-9507-8f9dcff9c990
Art & Design,http://data.europa.eu/esco/occupation/fd1c83b3-60d5-4a5f-86c5-94dc2842c246
Business & Management Studies,http://data.europa.eu/esco/occupation/002da35b-7808-43f3-83bf-63596b8b351f
Business & Management Studies,http://data.europa.eu/esco/occupation/00913533-5237-4870-9003-d1cb806603c9
Business & Management Studies,http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e
Business & Management Studies,http://data.europa.eu/esco/occupation/01bcac9f-7881-4664-bd63-dea700e3b117
Business & Management Studies,http://data.europa.eu/esco/occupation/0249b723-1d20-4ff9-8623-d20b98d0b4a4
Business & Management Studies,http://data.europa.eu/esco/occupation/02609ece-cea3-43fa-bf38-b6fb821f28b2
Business & Management Studies,http://data.europa.eu/esco/occupation/02bd7cac-8263-4425-b03d-19001ffe8787
Business & Management Studies,http://data.europa.eu/esco/occupation/02e19186-458f-40eb-9e78-31c656d12ac7
Business & Management Studies,http://data.europa.eu/esco/occupation/02f26b2f-879c-4811-8381-65e8dd3f4a16
Business & Management Studies,http://data.europa.eu/esco/occupation/032d4115-03ec-49c9-853d-678f8a41969b
Business & Management Studies,http://data.europa.eu/esco/occupation/03632d98-0ae3-4dd2-941c-3b48de9a0219
Business & Management Studies,http://data.europa.eu/esco/occupation/0368c4d4-94cf-4168-a84d-283a25880e0d
Business & Management Studies,http://data.europa.eu/esco/occupation/03b55cb5-9735-4582-8e20-2b1cb76635cb
Business & Management Studies,http://data.europa.eu/esco/occupation/04b52c04-0620-4558-8f89-e252de2963ff
Business & Management Studies,http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b
Business & Management Studies,http://data.europa.eu/esco/occupation/0552ff45-b282-455c-b431-fb05a0e00801
Business & Management Studies,http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9
Business & Management Studies,http://data.europa.eu/esco/occupation/070e94a8-a933-4557-9b95-fefe7f4f1763
Business & Management Studies,http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d
Business & Management Studies,http://data.europa.eu/esco/occupation/080fc550-b7ca-4576-aaf5-06fffbede994
Business & Management Studies,http://data.europa.eu/esco/occupation/0917ab6b-18a8-4cfd-8e7a-843b88cf9457
Business & Management Studies,http://data.europa.eu/esco/occupation/0c849f7b-fa3b-4faf-8501-0e50cd200ba1
Business & Management Studies,http://data.europa.eu/esco/occupation/0cbfa809-2d71-44e5-b736-c4da3c8fe09d
Business & Management Studies,http://data.europa.eu/esco/occupation/0d21a30d-25d9-427b-b8e4-339408425ff5
Business & Management Studies,http://data.europa.eu/esco/occupation/0d442b70-5413-4820-bebf-36dd5ce437ac
Business & Management Studies,http://data.europa.eu/esco/occupation/0ddbf393-38f1-4c22-b14c-fe775008f321
Business & Management Studies,http://data.europa.eu/esco/occupation/0deaceea-69d8-4304-bc80-0b3d0491a241
Business & Management Studies,http://data.europa.eu/esco/occupation/0ecedad1-1144-45ff-83db-a3c4db393036
Business & Management Studies,http://data.europa.eu/esco/occupation/0f5b4653-50b2-413a-826d-39d447480c21
Business & Management Studies,http://data.europa.eu/esco/occupation/107d21c6-973b-411c-89fd-69da48d29ada
Business & Management Studies,http://data.europa.eu/esco/occupation/109e0a5d-203d-4af6-8f70-692111335ec3
Business & Management Studies,http://data.europa.eu/esco/occupation/12142c2c-9b6f-4e4f-8153-f1a51554e4e0
Business & Management Studies,http://data.europa.eu/esco/occupation/1242d99a-47f1-4a62-b884-33746db8a6ca
Business & Management Studies,http://data.europa.eu/esco/occupation/12ff7f9c-c5b5-4d4a-b585-c350dd1400eb
Business & Management Studies,http://data.europa.eu/esco/occupation/1313aeea-63a9-4b4d-82d1-dbe00ff9ed10
Business & Management Studies,http://data.europa.eu/esco/occupation/133ab775-f08d-4bc7-8629-89d286180f4e
Business & Management Studies,http://data.europa.eu/esco/occupation/137b1d11-c4bc-4016-89ba-45345d4c71f0
Business & Management Studies,http://data.europa.eu/esco/occupation/139fba7b-6c1f-40ee-8acf-78f97e57c905
Business & Management Studies,http://data.europa.eu/esco/occupation/13b12b2d-e223-46f5-a6c0-cb77fe37f03a
Business & Management Studies,http://data.europa.eu/esco/occupation/14031d4a-6e99-442f-b4fe-18262b6432b2
Business & Management Studies,http://data.europa.eu/esco/occupation/146f2c99-3f8b-4856-95ba-3ecfea681809
Business & Management Studies,http://data.europa.eu/esco/occupation/1488589a-7b83-471d-b094-492f5616f4e0
Business & Management Studies,http://data.europa.eu/esco/occupation/16605833-c196-48d7-a6f5-bbdebdc353df
Business & Management Studies,http://data.europa.eu/esco/occupation/1663e9d9-857b-4efa-9ab6-886c7fc763f6
Business & Management Studies,http://data.europa.eu/esco/occupation/173a882d-0a14-4919-ac1b-23e8ee8273de
Business & Management Studies,http://data.europa.eu/esco/occupation/1801583e-34b3-4c89-97ac-db2a346b4a3e
Business & Management Studies,http://data.europa.eu/esco/occupation/19c2acbf-766c-4728-b960-b91252a95fd1
Business & Management Studies,http://data.europa.eu/esco/occupation/1aa4bb15-c527-4a3b-9270-b3c71c4be111
Business & Management Studies,http://data.europa.eu/esco/occupation/1ae8d28e-407c-48ab-88ff-4cb25bfcdea6
Business & Management Studies,http://data.europa.eu/esco/occupation/1b38a27d-ef98-4d9f-b1b2-8c109bf47e79
Business & Management Studies,http://data.europa.eu/esco/occupation/1b3e150f-8ec1-47e2-a2ef-d02632efe0d5
Business & Management Studies,http://data.europa.eu/esco/occupation/1b5ccfe7-1cc3-4f02-974c-f852d3faf57e
Business & Management Studies,http://data.europa.eu/esco/occupation/1c85eee2-a8ca-4750-a889-10a3e6c17b80
Business & Management Studies,http://data.europa.eu/esco/occupation/1da55a33-09b3-4ac7-818e-2a0fea68cecc
Business & Management Studies,http://data.europa.eu/esco/occupation/1dd7c3cb-2d58-4dad-ae15-c9081174ab7e
Business & Management Studies,http://data.europa.eu/esco/occupation/1ee8dfca-19b0-4e1a-88ed-68548f80951b
Business & Management Studies,http://data.europa.eu/esco/occupation/1f8967ce-9faa-4d56-a656-50e041f7d07e
Business & Management Studies,http://data.europa.eu/esco/occupation/207d7b18-6540-432e-8aa6-785ed434572f
Business & Management Studies,http://data.europa.eu/esco/occupation/21cba86a-68c5-456c-aec2-cc04840b3c0e
Business & Management Studies,http://data.europa.eu/esco/occupation/23993e79-a0a0-4155-9f62-68e14ee65dab
Business & Management Studies,http://data.europa.eu/esco/occupation/23a9e478-d465-4b61-b6d9-97b7e90af17a
Business & Management Studies,http://data.europa.eu/esco/occupation/243f3b7e-cd7a-419a-94c0-d4f2040f09af
Business & Management Studies,http://data.europa.eu/esco/occupation/24af7ff6-bd84-43a6-8cba-e60776f956f5
Business & Management Studies,http://data.europa.eu/esco/occupation/24d39e12-e104-49d3-8224-8b7a5f9b99d1
Business & Management Studies,http://data.europa.eu/esco/occupation/262d4e45-0cf7-4399-be6f-3d5e96826ef2
Business & Management Studies,http://data.europa.eu/esco/occupation/29a95106-3680-427b-bd1c-3f13d6999241
Business & Management Studies,http://data.europa.eu/esco/occupation/2ad52381-6adb-4262-b17c-ea7fcb3b6696
Business & Management Studies,http://data.europa.eu/esco/occupation/2afdf635-3cdb-4914-ab61-5dd7d7d46792
